X;Y;NOMBRE;DOMICILIO;IMAGEN;AUTOMAT;OBSERV;NRO_EST;HORARIO;DIRE_NORM
-58.392452073016969;-34.583133075763527;FACULTAD DE DERECHO;AV. PRES.FIGUEROA ALCORTA Y  JUAN A.BIBILONI;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);1;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;FIGUEROA ALCORTA, PRES. AV. Y BIBILONI, JUAN A.
-58.374821787756275;-34.592588809772892;RETIRO;AV. DR.JOSE RAMOS MEJIA Y DEL LIBERTADOR AV;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);2;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.
-58.36891784255409;-34.611242024977074;ADUANA;AV. ING.HUERGO Y AV. BELGRANO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);3;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;HUERGO, ING. AV. Y BELGRANO AV.
-58.368950383367881;-34.601721087592914;PLAZA ROMA;LAVALLE Y BOUCHARD;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);4;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;LAVALLE Y BOUCHARD
-58.36970867192413;-34.628301312470043;PARQUE LEZAMA;AV MARTIN GARCIA E IRALA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);6;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;GARCIA, MARTIN AV. E IRALA
-58.420997041078039;-34.580127344307357;PLAZA ITALIA;AV. SANTA FE Y AV. SARMIENTO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);5;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;SARMIENTO AV. Y CALZADA CIRCULAR PLAZA ITALIA
-58.380989604108223;-34.60584049631661;OBELISCO;AV. 9 DE JULIO Y TTE. GRAL JUAN DOMINGO PERON;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);7;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PELLEGRINI, CARLOS Y PERON, JUAN DOMINGO, TTE. GENERAL
-58.389253260153261;-34.609930459200115;CONGRESO;AV. HIPOLITO YRIGOYEN Y VIRREY CEBALLOS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);8;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;YRIGOYEN, HIPOLITO AV. Y CEVALLOS, VIRREY
-58.40714467125671;-34.583914572572432;PARQUE LAS HERAS;PARQUE LAS HERAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);9;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;DIAZ, CNEL. AV. Y FRENCH
-58.365745861129696;-34.615551427997516;PUERTO MADERO - UCA;MOREAU DE JUSTO 1500;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);10;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1500 MOREAU DE JUSTO, ALICIA AV.
-58.385021610721552;-34.601312813458215;TRIBUNALES;TRIBUNALES;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);11;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;651 TALCAHUANO
-58.388948867519588;-34.593177279882447;PLAZA VICENTE LOPEZ;PLAZA VICENTE LOPEZ;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);12;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PARANA Y JUNCAL
-58.406599280779282;-34.609622003601267;ONCE;PLAZA MISERERE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);13;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;RIVADAVIA AV. Y PUEYRREDON AV.
-58.426319864739582;-34.577787497491421;PACIFICO;PACIFICO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);14;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;580 BULLRICH, INT. AV.
-58.398521452297608;-34.599189849214703;PLAZA HOUSSAY;PLAZA HOUSSAY;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - SE PASO DE MANUAL A AUTOMATICA EN JUNIO 2015;43;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CORDOBA AV. Y URIBURU JOSE E., PRES.
-58.374717240582036;-34.609959340059802;LEGISLATURA (EX PLAZA DE MAYO);PERU Y DIAGONAL SUR;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);16;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PERU Y ROCA, JULIO A., PRESIDENTE AV.
-58.418832214441615;-34.606398525093326;PLAZA ALMAGRO;PLAZA ALMAGRO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);17;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;BULNES Y PERON, JUAN DOMINGO, TTE. GENERAL
-58.380480655024876;-34.617373152503291;INDEPENDENCIA;AV. INDEPENDENCIA Y 9 DE JULIO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);18;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;INDEPENDENCIA AV. Y 9 DE JULIO AV.
-58.377548931264499;-34.59540479499811;PLAZA SAN MARTIN;PLAZA SAN MARTIN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);19;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;750 SANTA FE AV.
-58.441788509931705;-34.580036124186499;DISTRITO AUDIOVISUAL;ZAPIOLA Y DORREGO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);20;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1 ZAPIOLA
-58.382570459236582;-34.594099836289033;ARENALES;ARENALES Y CERRITO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);22;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ARENALES Y CERRITO
-58.379566123221451;-34.600295782512575;SUIPACHA;SUIPACHA Y VIAMONTE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);23;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;691 SUIPACHA
-58.380766935621288;-34.61057221944835;ALSINA;ADOLFO ALSINA Y BERNARDO DE IRIGOYEN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);24;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ALSINA, ADOLFO E IRIGOYEN, BERNARDO DE
-58.416065021838492;-34.589520728460208;PLAZA GUEMES;SALGUERO JERONIMO Y MANSILLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);25;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;SALGUERO, JERONIMO Y MANSILLA, LUCIO NORBERTO, GENERAL
-58.36360359357068;-34.601000686920266;JUANA MANSO;EMMA DE LA BARRA Y JUANA MANSO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA) - SE MODIFICO EL NOMBRE (EX EMMA DE LA BARRA);26;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;DE LA BARRA,  EMMA Y MANSO JUANA
-58.389895998396241;-34.599567880194442;MONTEVIDEO;AV. CORDOBA Y MONTEVIDEO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);27;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CORDOBA AV. Y MONTEVIDEO
-58.412398197949273;-34.622850251133627;PLAZA BOEDO;CARLOS CALVO ENTRE VIRREY LINIERS Y SANCHEZ DE LORIA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);28;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CALVO, CARLOS Y LINIERS VIRREY
-58.434576787949794;-34.608459035600767;PARQUE CENTENARIO;PATRICIAS ARGENTINAS Y CARLOS FINLAY;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA);29;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PATRICIAS ARGENTINAS AV. Y FINLAY, CARLOS J. AV.
-58.406613388413788;-34.640029242605827;PARQUE PATRICIOS;IGUAZU Y USPALLATA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - MAYO 2015;21;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;IGUAZU Y USPALLATA
-58.397378364990224;-34.590393611517371;PEÑA;AZCUENAGA Y PEÑA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO);30;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;AZCUENAGA Y PEÑA
-58.373531429153338;-34.607727795686188;CATEDRAL;SAN MARTIN Y RIVADAVIA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO);32;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;SAN MARTIN Y RIVADAVIA AV.
-58.371857867586947;-34.596327388790982;INGENIERO BUTTY;ING. BUTTY Y LEANDRO N. ALEM;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO);35;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;BUTTY, E., ING. Y ALEM, LEANDRO N. AV.
-58.376596028802702;-34.605368867468428;MAIPU;MAIPU Y SARMIENTO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO);36;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;MAIPU Y SARMIENTO
-58.377864006223462;-34.607914363709895;PIEDRAS;ESMERALDA Y RIVADAVIA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO);37;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ESMERALDA Y RIVADAVIA AV.
-58.382895384495171;-34.596990180041551;PLAZA LIBERTAD;CERRITO Y MARCELO T. DE ALVEAR;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO);38;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;CERRITO Y ALVEAR, MARCELO T. DE
-58.407591983578783;-34.636519409883988;URQUIZA;GRAL URQUIZA Y RONDEAU;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JULIO 2015;41;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;URQUIZA, GRAL. Y RONDEAU
-58.39871708520576;-34.597126609416506;FACULTAD DE MEDICINA;URIBURU Y MARCELO T. DE ALVEAR;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JUNIO 2015;33;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;URIBURU JOSE E. Y ALVEAR MARCELO T DE
-58.374157286157654;-34.599579426003359;GALERIAS PACIFICO;SAN MARTIN 710, ENTRE VIAMONTE Y CORDOBA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JUNIO 2015;34;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;710 SAN MARTIN
-58.373371100741963;-34.604398060527608;SARMIENTO;SARMIENTO 481, ENTRE RECONQUISTA Y SAN MARTIN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JUNIO 2015;40;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;481 SARMIENTO
-58.414594877753451;-34.57548532336677;ZOOLOGICO;AV DEL LIBERTADOR Y AV SARMIENTO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JUNIO 2015;44;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;AV DEL LIBERTADOR Y AV SARMIENTO
-58.382448765305263;-34.601586169576201;TUCUMAN;TUCUMAN Y CERRITO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-15;51;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;TUCUMAN Y CERRITO
-58.374388824542741;-34.61637848079711;CHILE;PERU 726;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JULIO 2015;46;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;726 PERU
-58.376900723913231;-34.598515523187999;CORDOBA;MAIPU 820;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JULIO 2015;62;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;820 MAIPU
-58.37428229558725;-34.595881444521687;RICARDO ROJAS;SAN MARTIN 1031;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - JULIO 2015;53;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1031 SAN MARTIN
-58.379651843941829;-34.604641737039969;DIAGONAL NORTE;ROQUE SAENZ PEÑA Y SUIPACHA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - AGOSTO 2015;42;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;SAENZ PEÑA ROQUE AV Y SUIPACHA
-58.371155474862753;-34.601638499814342;25 DE MAYO;25 DE MAYO Y LAVALLE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - AGOSTO 2015;60;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;25 DE MAYO Y LAVALLE
-58.385397574564898;-34.606647349943422;RIVAROLA;DR. RODOLFO RIVAROLA 175 ENTRE TTE. GRAL. JUAN DOMINGO PERON Y BARTOLOME MITRE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - SEPTIEMBRE 2015;68;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;175 RIVAROLA RODOLFO DR
-58.370576623393838;-34.613384646496819;BELGRANO;BALCARCE 482 ENTRE BELGRANO Y VENEZUELA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - SEPTIEMBRE 2015;57;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;482 BALCARCE
-58.414667752170892;-34.607089012157907;SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE Y PERON JUAN;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - SEPTIEMBRE 2015;52;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;SANCHEZ DE BUSTAMANTE Y PERON JUAN D
-58.426266639001078;-34.607429501612984;HOSPITAL ITALIANO;RAWSON ENTRE POTOSI Y DIAZ VELEZ;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;82;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;RAWSON Y DIAZ VELEZ AV
-58.411495316773973;-34.590224478044668;CORONEL DIAZ;GÜEMES 3328 Y CORONEL DIAZ;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;59;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3328 GUEMES
-58.41593968422832;-34.587215739003305;JULIAN ALVAREZ;GÜEMES 3822 ENTRE JULIAN ALVAREZ Y ARAOZ;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;65;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3822 GUEMES
-58.371594863161548;-34.605491177545396;PERON;PERON JUAN ENTRE 25 DE MAYO Y RECONQUISTA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - AGOSTO 2015;48;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PERON JUAN D Y RECONQUISTA
-58.434626316998241;-34.575189674801045;MINISTRO CARRANZA;SANTA FE 5327 ENTRE DORREGO Y AREVALO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - OCTUBRE 2015;58;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;5327 SANTA FE AV
-58.425072429468045;-34.589371182447167;PLAZA PALERMO VIEJO;COSTA RICA Y MALABIA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - OCTUBRE 2015;56;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;COSTA RICA Y MALABIA
-58.394927306283776;-34.607572645091963;AYACUCHO;AYACUCHO ENTRE PERON JUAN Y BARTOLOME MITRE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ENERO 2016;76;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;AYACUCHO Y PERON JUAN D
-58.394439682611669;-34.594149034922751;RIOBAMBA;RIOBAMBA Y JUNCAL;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ENERO 2016;64;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;RIOBAMBA Y JUNCAL
-58.439709218240345;-34.603162361388613;PADILLA;PADILLA Y WARNES AV;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ENERO 2016;31;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;PADILLA Y WARNES AV
-58.449442063758823;-34.591819116697465;GUZMAN;GUZMAN Y LEIVA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - ENERO 2016;94;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;GUZMAN Y LEIVA
-58.382842967720642;-34.602995767065671;CERRITO;AV. ROQUE SAENZ PEÑA 1149 ENTRE LIBERTAD Y CERRITO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;"NUEVA ESTACION! - FEBRERO 2016 (ANTES FIGURABA CON NOMBRE ""LIBERTAD"")";71;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1149 SAENZ PEÑA ROQUE AV
-58.434242799114003;-34.604571775754955;INSTITUTO LELOIR;AV. PATRICIAS ARGENTINAS 401, ENTRE JUANA DE IBARBOUROU Y AV. MACHADO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;74;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;401  PATRICIAS ARGENTINAS AV
-58.373557461798377;-34.610782419245673;COLEGIO NACIONAL BUENOS AIRES;BOLIVAR ENTRE ADOLFO ALSINA Y MORENO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;47;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;251 BOLIVAR
-58.370834374987879;-34.609086040031265;MINISTERIO DE ECONOMIA;BALCARCE 101 ENTRE AV. HIPOLITO YRIGOYEN Y ALSINA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;61;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;101 BALCARCE
-58.378173540028591;-34.602091902443561;ESMERALDA;ESMERALDA 510;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;95;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;510 ESMERALDA
-58.404356064959437;-34.595862350637375;ECUADOR;ECUADOR 1200 Y MANSILLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION! - FEBRERO 2016;69;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ECUADOR Y MANSILLA LUCIO NORBERTO
-58.3745525014373;-34.613650393454968;VENEZUELA;PERU 490 Y VENEZUELA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION: 29/02/2016;72;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;490 PERU
-58.372723516254048;-34.599469249729985;RECONQUISTA;RECONQUISTA 716 Y AV CORDOBA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA ESTACION: 29/02/2016;63;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;716 RECONQUISTA
-58.435615487267278;-34.596280542167882;MALABIA;MALABIA 780 Y LOYOLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;99;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;780 MALABIA
-58.411584894838754;-34.602891143933981;CARLOS GARDEL;GUARDIA VIEJA 3302;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;96;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3302 GUARDIA VIEJA
-58.428267593013501;-34.600818388690413;YATAY;YATAY 925 ENTRE HUMAHUACA Y GUARDIA VIEJA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;nov-16;121;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;925 YATAY
-58.397547065967871;-34.617491492067941;PASCO;PASCO 708 ENTRE CHILE Y AV INDEPENDENCIA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-16;91;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;708 PASCO
-58.370878765905474;-34.61584741336717;BALCARCE;BALCARCE 683 ENTRE CHILE Y DEFENSA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;81;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;683 BALCARCE
-58.378121718966938;-34.611713998610185;MORENO;MORENO 834 ENTRE TACUARI Y PIEDRAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-16;98;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;834 MORENO
-58.372535064162889;-34.59475309655317;DELLA PAOLERA;CARLOS M. DELLA PAOLERA 297 ENTRE LEANDRO N ALEM Y EDUARDO MADERO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;nov-16;114;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;297 DELLA PAOLERA CARLOS M
-58.395471659537918;-34.602290119022499;LAVALLE;AYACUCHO 595 ENTRE TUCUMAN Y LAVALLE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;84;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;595 AYACUCHO
-58.409034003474019;-34.594616110570456;AGUERO;AGUERO Y MANSILLA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ene-16;85;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;AGUERO Y MANSILLA
-58.413858926909995;-34.594629144033171;BILLINGHURST;DE LA CARCOVA 3508;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;66;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;3508 DE LA CARCOVA
-58.425816435958311;-34.592672511996831;ARAOZ;ARAOZ 1413 ENTRE GORRITI Y HONDURAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jun-16;70;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1413 ARAOZ
-58.369621708680583;-34.599337457664056;BOUCHARD;VIAMONTE 101 Y BOUCHARD;ESTACION_AUTOMATICA.PNG;AUTOMATICA;jul-16;55;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;101 VIAMONTE
-58.390786283886108;-34.587812049924537;QUINTANA;MANUEL QUINTANA 600;ESTACION_AUTOMATICA.PNG;AUTOMATICA;nov-16;115;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;600 QUINTANA MANUEL
-58.401147781204784;-34.5836773298631;HOSPITAL RIVADAVIA;LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-16;50;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;2516 PEREYRA LUCENA
-58.404230050846039;-34.612867091261563;MISIONES;MISIONES ENTRE ADOLFO ALSINA Y MORENO;ESTACION_AUTOMATICA.PNG;AUTOMATICA;AGOSTO DE 2016;88;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;MISIONES Y ALSINA ADOLFO
-58.380338244244264;-34.591415686982366;SUIPACHA Y ARROYO;ARROYO Y SUIPACHA;ESTACION_AUTOMATICA.PNG;AUTOMATICA;"AGOSTO 2016 - EN JULIO DE 2017 CAMBIO SU NOMBRE Y UBICACION. ANTES ERA ""ARROYO""";78;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;ARROYO Y SUIPACHA
-58.430319869395454;-34.624129547114897;DOBLAS;DOBLAS 608 Y VALLE;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-16;80;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;608 DOBLAS
-58.425477470589023;-34.638500915871752;SENILLOSA;SENILLOSA 1905 Y ZAÑARTU;ESTACION_AUTOMATICA.PNG;AUTOMATICA;ago-16;67;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;1905 SENILLOSA
-58.431535896984613;-34.619828537261192;GUAYAQUIL;GUAYAQUIL 213 Y DOBLAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA! SEPTIEMBRE 2016;87;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;213 GUAYAQUIL
-58.427401411117579;-34.63525028070076;AVELINO DIAZ;AVELINO DIAZ 499 Y DOBLAS;ESTACION_AUTOMATICA.PNG;AUTOMATICA;NUEVA! SEPTIEMBRE 2016;97;ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS;499 DIAZ AVELINO
